code,title,type,start_local,end_local,facility,room,topics,tags,path
K37,Multiphase Flows: Cavitation and Aerated Flows,ORAL,2025-11-24 08:00,2025-11-24 10:49,George R. Brown Convention Center,381B,Multiphase Flows,Contributed Session,/dfd/2025/events/K37
K38,Experimental Techniques: General,ORAL,2025-11-24 08:00,2025-11-24 10:36,George R. Brown Convention Center,381C,Experimental Techniques,Contributed Session,/dfd/2025/events/K38
K01,MINISYMPOSIUM: Fluids Next: AI-enhanced Reasoning and Agentic Systems in Fluid Dynamics Research,INVITED,2025-11-24 08:00,2025-11-24 10:49,George R. Brown Convention Center,General Assembly Center,AI-Enhanced Reasoning and Agentic Systems in Fluid Dynamics Research,Invited Session; Mini-Symposium,/dfd/2025/events/K01
K13,"Microscale and Nanoscale Flows: Interfaces, Wetting, Emulsions",ORAL,2025-11-24 08:00,2025-11-24 10:49,George R. Brown Convention Center,General Assembly Left,Microscale and Nanoscale Flows,Contributed Session,/dfd/2025/events/K13
K10,Low-Order Modeling and Machine Learning in Fluid Dynamics: Methods IV,ORAL,2025-11-24 08:00,2025-11-24 10:23,George R. Brown Convention Center,General Assembly Right,Low-Order Modeling and Machine Learning in Fluid Dynamics,Contributed Session,/dfd/2025/events/K10
CF02,APS DFD Career Fair (Monday),MIXED,2025-11-24 10:00,2025-11-24 17:00,George R. Brown Convention Center,Hall A/1,,,/dfd/2025/events/CF02
L00,Refreshment Break III,MIXED,2025-11-24 10:49,2025-11-24 11:25,George R. Brown Convention Center,Hall B,,Break,/dfd/2025/events/L00
M02,Invited Talk: Active Bacterial Pattern Formation in Evaporating Droplets,INVITED,2025-11-24 11:25,2025-11-24 12:00,George R. Brown Convention Center,General Assembly Center,Drops,Invited Session,/dfd/2025/events/M02
M01,"Invited Talk: Near-Contact Interactions Between Soft, Rough and Wet Particles",INVITED,2025-11-24 11:25,2025-11-24 12:00,George R. Brown Convention Center,General Assembly Left,Suspensions,Invited Session,/dfd/2025/events/M01
M03,Invited Talk: Modeling and Prediction of High-Speed Turbulent Boundary Layers,INVITED,2025-11-24 11:25,2025-11-24 12:00,George R. Brown Convention Center,General Assembly Right,Compressible Flows,Invited Session,/dfd/2025/events/M03
N00,Mini-Break II,MIXED,2025-11-24 12:00,2025-11-24 12:05,,,,Break,/dfd/2025/events/N00
P02,Invited Talk: Secondary Atomization of Droplets Under Extreme Conditions,INVITED,2025-11-24 12:05,2025-11-24 12:40,George R. Brown Convention Center,General Assembly Center,Drops,Invited Session,/dfd/2025/events/P02
P01,Invited Talk: Generative Learning for Turbulence: Conditional Diffusion and Flow Matching Models for Spatiotemporal Flow Synthesis and Reconstruction,INVITED,2025-11-24 12:05,2025-11-24 12:40,George R. Brown Convention Center,General Assembly Left,Low-Order Modeling and Machine Learning in Fluid Dynamics,Invited Session,/dfd/2025/events/P01
P03,Invited Talk: The Physics of Multiphase Detonations and their Application to Detonation Engines,INVITED,2025-11-24 12:05,2025-11-24 12:40,George R. Brown Convention Center,General Assembly Right,Reacting Flows,Invited Session,/dfd/2025/events/P03
Q00,Lunch Break II (on your own),MIXED,2025-11-24 12:40,2025-11-24 14:10,,,,Break,/dfd/2025/events/Q00
Q03,Student Lunch with the Experts,MIXED,2025-11-24 12:40,2025-11-24 14:10,George R. Brown Convention Center,Hall B,,Additional Fee; Early Career; Graduate Students; Networking; Requires Separate Registration; Undergraduate Students,/dfd/2025/events/Q03
Q01,All the Faces of Fluid Dynamics Lunch,MIXED,2025-11-24 12:40,2025-11-24 14:10,Marriott Hotel,Houston 1,,Additional Fee; Community Engagement; Graduate Students; Networking; Requires Separate Registration; Undergraduate Students; Workshop,/dfd/2025/events/Q01
Q02,"Fluids Education Lunch (Organizers: APS DFD Education and Outreach Committee- Points of contact: Kartik Bulusu, The George Washington University)",MIXED,2025-11-24 12:40,2025-11-24 14:10,Marriott Hotel,Houston 4,,Additional Fee; Community Engagement; Graduate Students; Networking; Requires Separate Registration; Undergraduate Students; Workshop,/dfd/2025/events/Q02
R00,"Awards Session: Presentation of Awards and DFD Fellowships (Otto LaPorte Lecture, Stanley Corrsin Award)",INVITED,2025-11-24 14:10,2025-11-24 16:35,George R. Brown Convention Center,Grand Ballroom A,,Prize/Award,/dfd/2025/events/R00
S00,Poster Session &amp; Refreshment Break (4:35 - 5:35 p.m.),POSTER,2025-11-24 16:35,2025-11-24 17:35,George R. Brown Convention Center,Hall A/1,,Break; Poster Session,/dfd/2025/events/S00
Q04,Traveling Gallery Educational Workshop,MIXED,2025-11-24 17:30,2025-11-24 18:30,George R. Brown Convention Center,350C,,,/dfd/2025/events/Q04
Q05,Tutorial for Authors and Referees,MIXED,2025-11-24 17:30,2025-11-24 18:30,George R. Brown Convention Center,350F,,,/dfd/2025/events/Q05
T04,Biological Fluid Dynamics: Biofilms,ORAL,2025-11-24 17:35,2025-11-24 19:06,George R. Brown Convention Center,310A,Biological Fluid Dynamics,Contributed Session,/dfd/2025/events/T04
T05,Biological Fluid Dynamics: Cells and Bacteria,ORAL,2025-11-24 17:35,2025-11-24 19:06,George R. Brown Convention Center,310B,Biological Fluid Dynamics,Contributed Session,/dfd/2025/events/T05
T06,Flow Control V: Separation,ORAL,2025-11-24 17:35,2025-11-24 19:06,George R. Brown Convention Center,310C,Flow Control,Contributed Session,/dfd/2025/events/T06
T07,Drops: Impact II,ORAL,2025-11-24 17:35,2025-11-24 18:53,George R. Brown Convention Center,320A,Drops,Contributed Session,/dfd/2025/events/T07
T08,Drops: Leidenfrost &amp; Levitation,ORAL,2025-11-24 17:35,2025-11-24 18:27,George R. Brown Convention Center,320B,Drops,Contributed Session,/dfd/2025/events/T08
T09,Biological Fluid Dynamics: Cardiac Flow II,ORAL,2025-11-24 17:35,2025-11-24 19:06,George R. Brown Convention Center,320C,Biological Fluid Dynamics,Contributed Session,/dfd/2025/events/T09
T12,Biological Fluid Dynamics: CSF Flows II,ORAL,2025-11-24 17:35,2025-11-24 19:06,George R. Brown Convention Center,340AB,Biological Fluid Dynamics,Contributed Session,/dfd/2025/events/T12
T14,Bubbles: Surfactants,ORAL,2025-11-24 17:35,2025-11-24 18:53,George R. Brown Convention Center,351AD,Bubbles,Contributed Session,/dfd/2025/events/T14
T15,"Compressible Flow: Supersonic, Hypersonic, and Experimentation",ORAL,2025-11-24 17:35,2025-11-24 18:53,George R. Brown Convention Center,351BE,Compressible Flows,Contributed Session,/dfd/2025/events/T15
T16,Nonlinear Dynamics: Transition and Turbulence,ORAL,2025-11-24 17:35,2025-11-24 19:06,George R. Brown Convention Center,351CF,Nonlinear Dynamics,Contributed Session,/dfd/2025/events/T16
T17,Cascade Properties and Modeling,ORAL,2025-11-24 17:35,2025-11-24 19:06,George R. Brown Convention Center,352DEF,Turbulence,Contributed Session,/dfd/2025/events/T17
T18,CFD: Large-Eddy Simulation,ORAL,2025-11-24 17:35,2025-11-24 18:53,George R. Brown Convention Center,360AD,Computational Fluid Dynamics,Contributed Session,/dfd/2025/events/T18
T19,Aerodynamics: Vehicles,ORAL,2025-11-24 17:35,2025-11-24 19:06,George R. Brown Convention Center,360BE,Aerodynamics,Contributed Session,/dfd/2025/events/T19
T20,"Reacting Flows: Sprays, Emissions and Instabilities",ORAL,2025-11-24 17:35,2025-11-24 18:40,George R. Brown Convention Center,360CF,Reacting Flows,Contributed Session,/dfd/2025/events/T20
T21,CFD: Algorithm III,ORAL,2025-11-24 17:35,2025-11-24 19:06,George R. Brown Convention Center,361AD,Computational Fluid Dynamics,Contributed Session,/dfd/2025/events/T21
T22,Granular Flows,ORAL,2025-11-24 17:35,2025-11-24 18:27,George R. Brown Convention Center,361BE,Granular Flows,Contributed Session,/dfd/2025/events/T22
T23,Flow Instability: Vortex and Geophysical Flows,ORAL,2025-11-24 17:35,2025-11-24 18:53,George R. Brown Convention Center,361CF,Flow Instability,Contributed Session,/dfd/2025/events/T23
T24,Particle-Laden Flows: Modeling and Theory II,ORAL,2025-11-24 17:35,2025-11-24 18:53,George R. Brown Convention Center,362AD,Particle-Laden Flows,Contributed Session,/dfd/2025/events/T24
T25,Analytical and Numerical Turbulence Studies,ORAL,2025-11-24 17:35,2025-11-24 18:53,George R. Brown Convention Center,362BE,Turbulence,Contributed Session,/dfd/2025/events/T25
T26,Low-Order Modeling and Machine Learning in Fluid Dynamics: Methods V,ORAL,2025-11-24 17:35,2025-11-24 18:53,George R. Brown Convention Center,362EF,Low-Order Modeling and Machine Learning in Fluid Dynamics,Contributed Session,/dfd/2025/events/T26
T27,Nonlinear Dynamics: General,ORAL,2025-11-24 17:35,2025-11-24 18:53,George R. Brown Convention Center,370AD,Nonlinear Dynamics,Contributed Session,/dfd/2025/events/T27
T28,Flow Control VI: Passive,ORAL,2025-11-24 17:35,2025-11-24 18:40,George R. Brown Convention Center,370BE,Flow Control,Contributed Session,/dfd/2025/events/T28
T29,Aerodynamics: Fixed Wings,ORAL,2025-11-24 17:35,2025-11-24 18:53,George R. Brown Convention Center,370CF,Aerodynamics,Contributed Session,/dfd/2025/events/T29
T30,Free-Surface Flows: General,ORAL,2025-11-24 17:35,2025-11-24 19:06,George R. Brown Convention Center,371AD,Free-Surface Flows,Contributed Session,/dfd/2025/events/T30
T31,Geophysical Fluid Dynamics: Cryosphere,ORAL,2025-11-24 17:35,2025-11-24 19:06,George R. Brown Convention Center,371BE,Geophysical Fluid Dynamics,Contributed Session,/dfd/2025/events/T31
T32,Free-Surface Flows: Waves,ORAL,2025-11-24 17:35,2025-11-24 19:06,George R. Brown Convention Center,371CF,Free-Surface Flows,Contributed Session,/dfd/2025/events/T32
T33,Particle-Laden Flows: Droplets &amp; Clouds,ORAL,2025-11-24 17:35,2025-11-24 19:06,George R. Brown Convention Center,372AD,Particle-Laden Flows,Contributed Session,/dfd/2025/events/T33
T34,Energy: Wind Power Harvesting,ORAL,2025-11-24 17:35,2025-11-24 18:27,George R. Brown Convention Center,372BE,Energy,Contributed Session,/dfd/2025/events/T34
T35,Turbulence: Wakes,ORAL,2025-11-24 17:35,2025-11-24 19:06,George R. Brown Convention Center,372CF,Turbulence,Contributed Session,/dfd/2025/events/T35
T36,Flow Control VII: Superhydrophobic and Hairy Surfaces,ORAL,2025-11-24 17:35,2025-11-24 19:06,George R. Brown Convention Center,381A,Flow Control,Contributed Session,/dfd/2025/events/T36
T37,Energy: General,ORAL,2025-11-24 17:35,2025-11-24 18:27,George R. Brown Convention Center,381B,Energy,Contributed Session,/dfd/2025/events/T37
T38,Non-Newtonian Flows: Viscoplastic,ORAL,2025-11-24 17:35,2025-11-24 19:06,George R. Brown Convention Center,381C,Non-Newtonian Flows: General,Contributed Session,/dfd/2025/events/T38
T11,Low-Order Modeling and Machine Learning in Fluid Dynamics: General II,ORAL,2025-11-24 17:35,2025-11-24 19:06,George R. Brown Convention Center,General Assembly Center,Low-Order Modeling and Machine Learning in Fluid Dynamics,Contributed Session,/dfd/2025/events/T11
T13,Microscale and Nanoscale Flows: General,ORAL,2025-11-24 17:35,2025-11-24 19:06,George R. Brown Convention Center,General Assembly Left,Microscale and Nanoscale Flows,Contributed Session,/dfd/2025/events/T13
T10,Drops: Condensation,ORAL,2025-11-24 17:35,2025-11-24 18:40,George R. Brown Convention Center,General Assembly Right,Drops,Contributed Session,/dfd/2025/events/T10
Q06,Meet the Editors Reception,MIXED,2025-11-24 18:30,2025-11-24 20:00,George R. Brown Convention Center,McKinney Balcony,,,/dfd/2025/events/Q06
7A,"APS Town Hall with John Doyle, APS President & Francis Slakey, APS Chief External Affairs Officer",MIXED,2025-11-24 19:15,2025-11-24 20:15,George R. Brown Convention Center,Grand Ballroom,,,/dfd/2025/events/7A
6A,Underrepresented Minorities in Research,MIXED,2025-11-25 06:45,2025-11-25 07:45,Marriott Hotel,Galveston,,Additional Fee; Community Engagement; Graduate Students; Networking; Requires Separate Registration; Undergraduate Students,/dfd/2025/events/6A
U04,Biological Fluid Dynamics: General,ORAL,2025-11-25 08:00,2025-11-25 10:36,George R. Brown Convention Center,310A,Biological Fluid Dynamics,Contributed Session,/dfd/2025/events/U04
U05,Biological Fluid Dynamics: Microswimmers,ORAL,2025-11-25 08:00,2025-11-25 10:10,George R. Brown Convention Center,310B,Biological Fluid Dynamics,Contributed Session,/dfd/2025/events/U05
U06,Biological Fluid Dynamics: Respiratory Flows,ORAL,2025-11-25 08:00,2025-11-25 10:36,George R. Brown Convention Center,310C,Biological Fluid Dynamics,Contributed Session,/dfd/2025/events/U06
U07,Drops: Impact III,ORAL,2025-11-25 08:00,2025-11-25 10:23,George R. Brown Convention Center,320A,Drops,Contributed Session,/dfd/2025/events/U07
U08,Drops: Evaporation,ORAL,2025-11-25 08:00,2025-11-25 09:44,George R. Brown Convention Center,320B,Drops,Contributed Session,/dfd/2025/events/U08
U09,Swimming I: Fish and Undulatory Swimming,ORAL,2025-11-25 08:00,2025-11-25 09:57,George R. Brown Convention Center,320C,Biological Fluid Dynamics,Contributed Session,/dfd/2025/events/U09
U12,Biological Fluid Dynamics: Collective Behavior and Active Matter,ORAL,2025-11-25 08:00,2025-11-25 10:23,George R. Brown Convention Center,340AB,Biological Fluid Dynamics,Contributed Session,/dfd/2025/events/U12
U14,Compressible Flow: Shock Waves and Explosions,ORAL,2025-11-25 08:00,2025-11-25 09:44,George R. Brown Convention Center,351AD,Compressible Flows,Contributed Session,/dfd/2025/events/U14
U15,FOCUS SESSION: Flow Control using Meta-Materials I,FOCUS,2025-11-25 08:00,2025-11-25 09:57,George R. Brown Convention Center,351BE,Flow Control using Meta-Materials,Focus Session,/dfd/2025/events/U15
U16,Jets: General,ORAL,2025-11-25 08:00,2025-11-25 10:10,George R. Brown Convention Center,351CF,Jets,Contributed Session,/dfd/2025/events/U16
U17,Modeling and Applications,ORAL,2025-11-25 08:00,2025-11-25 10:10,George R. Brown Convention Center,352DEF,Turbulence,Contributed Session,/dfd/2025/events/U17
U18,Aeroacoustics II,ORAL,2025-11-25 08:00,2025-11-25 09:05,George R. Brown Convention Center,360AD,Acoustics,Contributed Session,/dfd/2025/events/U18
U19,General Fluid Dynamics: General I,ORAL,2025-11-25 08:00,2025-11-25 10:23,George R. Brown Convention Center,360BE,General Fluid Dynamics,Contributed Session,/dfd/2025/events/U19
U20,Surface Tension Effects: Interfacial Phenomena,ORAL,2025-11-25 08:00,2025-11-25 10:10,George R. Brown Convention Center,360CF,Surface Tension Effects,Contributed Session,/dfd/2025/events/U20
U21,Fluid Dynamics Education and X,ORAL,2025-11-25 08:00,2025-11-25 10:23,George R. Brown Convention Center,361AD,"Fluid Dynamics - Education, Outreach and Diversity",Contributed Session,/dfd/2025/events/U21
U22,Experimental Techniques: Wind and Turbulence,ORAL,2025-11-25 08:00,2025-11-25 10:10,George R. Brown Convention Center,361BE,Experimental Techniques,Contributed Session,/dfd/2025/events/U22
U23,Flow Instability: Transition and Non Linearity,ORAL,2025-11-25 08:00,2025-11-25 10:10,George R. Brown Convention Center,361CF,Flow Instability,Contributed Session,/dfd/2025/events/U23
U24,Particle-Laden Flows: General II,ORAL,2025-11-25 08:00,2025-11-25 09:31,George R. Brown Convention Center,362AD,Particle-Laden Flows,Contributed Session,/dfd/2025/events/U24
U25,Low-Order Modeling and Machine Learning in Fluid Dynamics: Flow Control,ORAL,2025-11-25 08:00,2025-11-25 10:36,George R. Brown Convention Center,362BE,Low-Order Modeling and Machine Learning in Fluid Dynamics,Contributed Session,/dfd/2025/events/U25
U26,Low-Order Modeling and Machine Learning in Fluid Dynamics: Methods VI,ORAL,2025-11-25 08:00,2025-11-25 10:23,George R. Brown Convention Center,362EF,Low-Order Modeling and Machine Learning in Fluid Dynamics,Contributed Session,/dfd/2025/events/U26
U27,FOCUS SESSION: Turbulence in Atmospheric-Oceanic Boundary Layers I,FOCUS,2025-11-25 08:00,2025-11-25 10:36,George R. Brown Convention Center,370AD,Turbulence in Atmospheric-Oceanic Boundary Layers,Focus Session,/dfd/2025/events/U27
U28,"Reacting Flows: Detonations, Explosions, and Chemical Kinetics",ORAL,2025-11-25 08:00,2025-11-25 10:10,George R. Brown Convention Center,370BE,Reacting Flows,Contributed Session,/dfd/2025/events/U28
U29,Geophysical Fluid Dynamics: Stratified Flows,ORAL,2025-11-25 08:00,2025-11-25 10:10,George R. Brown Convention Center,370CF,Geophysical Fluid Dynamics,Contributed Session,/dfd/2025/events/U29
U30,Flow Instability: Rayleigh Taylor,ORAL,2025-11-25 08:00,2025-11-25 10:23,George R. Brown Convention Center,371AD,Flow Instability,Contributed Session,/dfd/2025/events/U30
U31,Geophysical Fluid Dynamics: Oceanographic,ORAL,2025-11-25 08:00,2025-11-25 10:10,George R. Brown Convention Center,371BE,Geophysical Fluid Dynamics,Contributed Session,/dfd/2025/events/U31
U32,Quantum Computing for Fluid Dynamics,ORAL,2025-11-25 08:00,2025-11-25 10:23,George R. Brown Convention Center,371CF,Quantum Computing for Fluids,Contributed Session,/dfd/2025/events/U32
U33,Multiphase Flows: Computational Methods II,ORAL,2025-11-25 08:00,2025-11-25 10:23,George R. Brown Convention Center,372AD,Multiphase Flows,Contributed Session,/dfd/2025/events/U33
U34,Aerodynamics: Theory and Methods,ORAL,2025-11-25 08:00,2025-11-25 09:57,George R. Brown Convention Center,372BE,Aerodynamics,Contributed Session,/dfd/2025/events/U34
U35,Modeling Turbulence with LES,ORAL,2025-11-25 08:00,2025-11-25 10:23,George R. Brown Convention Center,372CF,Turbulence,Contributed Session,/dfd/2025/events/U35
U36,Particle-Laden Flows: Clustering,ORAL,2025-11-25 08:00,2025-11-25 10:23,George R. Brown Convention Center,381A,Particle-Laden Flows,Contributed Session,/dfd/2025/events/U36
U37,Multiphase Flows: Bubbly Flows,ORAL,2025-11-25 08:00,2025-11-25 10:36,George R. Brown Convention Center,381B,Multiphase Flows,Contributed Session,/dfd/2025/events/U37
U38,Porous Media Flows III,ORAL,2025-11-25 08:00,2025-11-25 10:10,George R. Brown Convention Center,381C,Porous Media Flows,Contributed Session,/dfd/2025/events/U38
U11,Low-Order Modeling and Machine Learning in Fluid Dynamics: Methods VII,ORAL,2025-11-25 08:00,2025-11-25 10:23,George R. Brown Convention Center,General Assembly Center,Low-Order Modeling and Machine Learning in Fluid Dynamics,Contributed Session,/dfd/2025/events/U11
U13,Microscale and Nanoscale Flows: General II,ORAL,2025-11-25 08:00,2025-11-25 10:36,George R. Brown Convention Center,General Assembly Left,Microscale and Nanoscale Flows,Contributed Session,/dfd/2025/events/U13
U10,Compressible Flow: Shock-Boundary Layer Interactions,ORAL,2025-11-25 08:00,2025-11-25 10:36,George R. Brown Convention Center,General Assembly Right,Compressible Flows,Contributed Session,/dfd/2025/events/U10
CF03,APS DFD Career Fair (Tuesday),MIXED,2025-11-25 10:00,2025-11-25 13:00,George R. Brown Convention Center,Hall A/1,,,/dfd/2025/events/CF03
V00,Refreshment Break IV,MIXED,2025-11-25 10:36,2025-11-25 11:05,George R. Brown Convention Center,Hall B,,Break,/dfd/2025/events/V00
W01,Invited Talk: Ocean Spray Emissions by Bubble Bursting,INVITED,2025-11-25 11:05,2025-11-25 11:40,George R. Brown Convention Center,General Assembly Left,Geophysical Fluid Dynamics,Invited Session,/dfd/2025/events/W01
W02,Invited Talk: Pattern Formation in Thin Films Flowing Over and Under Topographies - from Overhanging Rivulets to Rillenkarren,INVITED,2025-11-25 11:05,2025-11-25 11:40,George R. Brown Convention Center,General Assembly Right,,Invited Session,/dfd/2025/events/W02
W03,Invited Talk: From Lab to Field: Harnessing Multiphase Flow Dynamics for Efficient Marine Oil Spill Recovery,INVITED,2025-11-25 11:05,2025-11-25 11:40,George R. Brown Convention Center,Grand Ballroom A,Multiphase Flows,Invited Session,/dfd/2025/events/W03
X02,Francois Frenkiel Award in Fluid Dynamics Talk,INVITED,2025-11-25 11:40,2025-11-25 12:00,George R. Brown Convention Center,General Assembly Center,,Prize/Award,/dfd/2025/events/X02
X01,Andreas Acrivos Dissertation Award for Fluid Mechanics Talk,INVITED,2025-11-25 11:40,2025-11-25 12:00,George R. Brown Convention Center,General Assembly Left,,Prize/Award,/dfd/2025/events/X01
Y00,Lunch Break III (on your own),MIXED,2025-11-25 12:00,2025-11-25 12:50,,,,Break,/dfd/2025/events/Y00
Z04,Biological Fluid Dynamics: Flying Insects,ORAL,2025-11-25 12:50,2025-11-25 14:47,George R. Brown Convention Center,310A,Biological Fluid Dynamics,Contributed Session,/dfd/2025/events/Z04
Z05,Swimming III: Jellyfish and Friends,ORAL,2025-11-25 12:50,2025-11-25 14:34,George R. Brown Convention Center,310B,Biological Fluid Dynamics,Contributed Session,/dfd/2025/events/Z05
Z06,Vortex Flows: Fluid-Structure Interaction,ORAL,2025-11-25 12:50,2025-11-25 14:47,George R. Brown Convention Center,310C,Vortex Dynamics and Vortex Flows,Contributed Session,/dfd/2025/events/Z06
Z07,Drops: Wetting,ORAL,2025-11-25 12:50,2025-11-25 14:21,George R. Brown Convention Center,320A,Drops,Contributed Session,/dfd/2025/events/Z07
Z08,Drops: Electric Fields Effects,ORAL,2025-11-25 12:50,2025-11-25 14:08,George R. Brown Convention Center,320B,Drops,Contributed Session,/dfd/2025/events/Z08
Z09,Swimming II: Paddling and Propulsors,ORAL,2025-11-25 12:50,2025-11-25 15:00,George R. Brown Convention Center,320C,Biological Fluid Dynamics,Contributed Session,/dfd/2025/events/Z09
Z12,Biological Fluid Dynamics: Blood Vessels III,ORAL,2025-11-25 12:50,2025-11-25 14:47,George R. Brown Convention Center,340AB,Biological Fluid Dynamics,Contributed Session,/dfd/2025/events/Z12
Z14,Thermoacoustics,ORAL,2025-11-25 12:50,2025-11-25 13:42,George R. Brown Convention Center,351AD,Acoustics,Contributed Session,/dfd/2025/events/Z14
Z15,FOCUS SESSION: Flow Control using Meta-Materials II,ORAL,2025-11-25 12:50,2025-11-25 14:21,George R. Brown Convention Center,351BE,Flow Control using Meta-Materials,Focus Session,/dfd/2025/events/Z15
Z16,Jets: Impinging and Interacting,ORAL,2025-11-25 12:50,2025-11-25 15:00,George R. Brown Convention Center,351CF,Jets,Contributed Session,/dfd/2025/events/Z16
Z17,Theory and Modeling,ORAL,2025-11-25 12:50,2025-11-25 14:47,George R. Brown Convention Center,352DEF,Turbulence,Contributed Session,/dfd/2025/events/Z17
Z18,Low-Order Modeling and Machine Learning in Fluid Dynamics: Methods IX,ORAL,2025-11-25 12:50,2025-11-25 14:34,George R. Brown Convention Center,360AD,Low-Order Modeling and Machine Learning in Fluid Dynamics,Contributed Session,/dfd/2025/events/Z18
Z19,General Fluid Dynamics: General II,ORAL,2025-11-25 12:50,2025-11-25 14:34,George R. Brown Convention Center,360BE,General Fluid Dynamics,Contributed Session,/dfd/2025/events/Z19
Z20,Industrial Applications: General II,ORAL,2025-11-25 12:50,2025-11-25 15:00,George R. Brown Convention Center,360CF,Industrial Applications,Contributed Session,/dfd/2025/events/Z20
Z22,Experimental Techniques: Multiphase and Compressible Flows,ORAL,2025-11-25 12:50,2025-11-25 14:21,George R. Brown Convention Center,361BE,Experimental Techniques,Contributed Session,/dfd/2025/events/Z22
Z23,Flow Instability: Richtmyer-Meshkov and Pulsating Flows,ORAL,2025-11-25 12:50,2025-11-25 14:08,George R. Brown Convention Center,361CF,Flow Instability,Contributed Session,/dfd/2025/events/Z23
Z24,"Boundary Layers: Surface Effects, Features, Roughness",ORAL,2025-11-25 12:50,2025-11-25 15:00,George R. Brown Convention Center,362AD,Boundary Layers,Contributed Session,/dfd/2025/events/Z24
Z25,Turbulence and Scalar Transport,ORAL,2025-11-25 12:50,2025-11-25 15:00,George R. Brown Convention Center,362BE,Turbulence,Contributed Session,/dfd/2025/events/Z25
Z26,Free-Surface Flows: Interaction with Structures,ORAL,2025-11-25 12:50,2025-11-25 14:47,George R. Brown Convention Center,362EF,Free-Surface Flows,Contributed Session,/dfd/2025/events/Z26
Z27,FOCUS SESSION: Turbulence in Atmospheric-Oceanic Boundary Layers II,FOCUS,2025-11-25 12:50,2025-11-25 14:21,George R. Brown Convention Center,370AD,Turbulence in Atmospheric-Oceanic Boundary Layers,Focus Session,/dfd/2025/events/Z27
Z28,"Waves: Internal and Interfacial Waves, Nonlinear Dynamics",ORAL,2025-11-25 12:50,2025-11-25 14:47,George R. Brown Convention Center,370BE,Waves,Contributed Session,/dfd/2025/events/Z28
Z29,Fluid Dynamics Education with and without AI,ORAL,2025-11-25 12:50,2025-11-25 14:34,George R. Brown Convention Center,370CF,"Fluid Dynamics - Education, Outreach and Diversity",Contributed Session,/dfd/2025/events/Z29
Z30,Boundary Layers: Turbulent: Curvature and Pressure Gradient Effects,ORAL,2025-11-25 12:50,2025-11-25 15:00,George R. Brown Convention Center,371AD,Boundary Layers,Contributed Session,/dfd/2025/events/Z30
Z31,Geophysical Fluid Dynamics: Air-Sea Interaction,ORAL,2025-11-25 12:50,2025-11-25 14:34,George R. Brown Convention Center,371BE,Geophysical Fluid Dynamics,Contributed Session,/dfd/2025/events/Z31
Z32,Geophysical Fluid Dynamics: Rotating Flows,ORAL,2025-11-25 12:50,2025-11-25 14:08,George R. Brown Convention Center,371CF,Geophysical Fluid Dynamics,Contributed Session,/dfd/2025/events/Z32
Z33,Multiphase Flows: Modeling and Theory,ORAL,2025-11-25 12:50,2025-11-25 15:00,George R. Brown Convention Center,372AD,Multiphase Flows,Contributed Session,/dfd/2025/events/Z33
Z34,"Flow Control VIII: Coherent Structures, Vorticies and Turbulence",ORAL,2025-11-25 12:50,2025-11-25 15:00,George R. Brown Convention Center,372BE,Flow Control,Contributed Session,/dfd/2025/events/Z34
Z35,Experimental Environmental Turbulence,ORAL,2025-11-25 12:50,2025-11-25 14:08,George R. Brown Convention Center,372CF,Turbulence,Contributed Session,/dfd/2025/events/Z35
Z36,Magnetohydrodynamics,ORAL,2025-11-25 12:50,2025-11-25 15:00,George R. Brown Convention Center,381A,Magnetohydrodynamics,Contributed Session,/dfd/2025/events/Z36
Z37,Multiphase Flows: General II,ORAL,2025-11-25 12:50,2025-11-25 15:00,George R. Brown Convention Center,381B,Multiphase Flows,Contributed Session,/dfd/2025/events/Z37
Z38,Electrokinetic Flows,ORAL,2025-11-25 12:50,2025-11-25 15:00,George R. Brown Convention Center,381C,Electrokinetic Flows,Contributed Session,/dfd/2025/events/Z38
Z11,Low-Order Modeling and Machine Learning in Fluid Dynamics: General III,ORAL,2025-11-25 12:50,2025-11-25 14:47,George R. Brown Convention Center,General Assembly Center,Low-Order Modeling and Machine Learning in Fluid Dynamics,Contributed Session,/dfd/2025/events/Z11
Z13,"Microscale and Nanoscale Flows: Particles, Drops, Bubbles II",ORAL,2025-11-25 12:50,2025-11-25 14:47,George R. Brown Convention Center,General Assembly Left,Microscale and Nanoscale Flows,Contributed Session,/dfd/2025/events/Z13
Z10,Low-Order Modeling and Machine Learning in Fluid Dynamics: Methods VIII,ORAL,2025-11-25 12:50,2025-11-25 14:34,George R. Brown Convention Center,General Assembly Right,Low-Order Modeling and Machine Learning in Fluid Dynamics,Contributed Session,/dfd/2025/events/Z10
